Math,Physics,Chemistry,Biology,CS,Commerce,Recommended_Stream
31,86,43,81,62,100,Arts
77,63,69,67,76,41,Commerce
44,30,57,54,63,52,Arts
89,57,33,48,97,92,Commerce
77,36,84,37,56,95,Commerce
82,67,47,69,90,68,Arts
67,43,86,51,40,37,Arts
64,72,59,40,75,51,Arts
68,59,34,65,39,62,Arts
90,90,69,35,100,38,Arts
89,51,73,90,81,63,Arts
80,52,38,62,42,57,Arts
37,31,68,64,93,80,Commerce
57,91,84,35,79,66,Arts
66,63,62,42,94,72,Commerce
100,88,47,68,43,36,Arts
77,75,65,93,55,61,Arts
35,97,39,97,98,36,Arts
75,88,82,67,55,55,Arts
73,35,50,58,79,48,Arts
33,85,51,36,94,77,Commerce
32,49,62,84,86,37,Commerce
91,87,55,76,67,72,Arts
97,74,66,69,38,80,Commerce
71,82,86,50,55,53,Commerce
43,46,56,60,31,96,Commerce
81,53,88,48,68,43,Commerce
98,43,77,53,84,73,Commerce
66,95,66,38,30,65,Commerce
66,56,84,89,38,61,Arts
46,40,56,87,69,82,Commerce
81,31,62,49,60,94,Commerce
35,63,48,82,73,62,Commerce
38,75,72,85,51,41,Commerce
85,30,56,73,80,93,Commerce
70,58,98,86,72,51,Arts
98,31,32,30,82,44,Arts
32,33,65,87,79,64,Arts
39,51,98,83,56,51,Commerce
49,72,32,35,61,57,Commerce
38,49,57,69,66,59,Arts
90,81,95,65,50,75,Engineering
87,76,95,99,30,53,Engineering
43,40,89,49,47,54,Arts
55,74,34,48,67,56,Commerce
41,93,96,74,31,56,Arts
79,34,77,86,99,88,Commerce
53,34,44,41,67,35,Commerce
100,91,44,46,92,85,Commerce
32,40,51,83,67,44,Arts
31,39,64,81,91,52,Commerce
35,71,53,58,62,76,Commerce
88,74,59,40,52,93,Commerce
89,96,51,97,50,55,Arts
62,97,69,64,45,66,Commerce
86,43,58,39,90,76,Arts
86,69,68,92,70,49,Arts
74,45,56,98,39,94,Commerce
94,31,84,40,37,76,Commerce
57,96,63,85,75,46,Arts
94,45,97,78,82,39,Arts
86,70,62,55,98,98,Commerce
84,69,90,92,33,46,Commerce
93,85,67,49,70,46,Arts
37,37,43,61,39,61,Commerce
65,48,98,36,85,67,Commerce
59,51,31,69,37,100,Commerce
43,38,69,69,67,68,Commerce
65,33,68,72,58,59,Commerce
48,92,52,43,62,90,Arts
78,97,45,89,31,88,Commerce
59,58,71,30,78,61,Commerce
88,59,100,84,81,92,Commerce
97,62,31,32,71,64,Commerce
69,41,58,63,80,98,Commerce
91,61,79,45,32,92,Commerce
55,93,100,64,64,39,Arts
35,61,45,83,53,86,Arts
83,93,49,76,65,56,Arts
78,84,32,91,87,89,Commerce
70,36,50,52,73,96,Commerce
49,81,53,31,63,81,Commerce
99,46,92,56,88,75,Commerce
61,92,87,79,68,60,Arts
86,100,36,99,45,76,Arts
82,37,35,70,38,93,Commerce
36,92,72,67,63,86,Arts
100,83,46,75,64,85,Commerce
61,57,32,34,64,66,Commerce
70,98,71,89,89,37,Arts
46,92,64,96,41,61,Arts
77,89,90,92,74,58,Medical
71,36,51,98,77,37,Arts
87,46,34,86,88,34,Commerce
77,89,76,99,97,60,Medical
68,92,38,33,73,38,Arts
94,74,54,47,92,95,Commerce
78,49,34,43,77,75,Commerce
72,82,84,71,62,66,Arts
74,40,60,64,77,86,Commerce
51,55,37,60,73,64,Commerce
33,53,64,98,40,97,Arts
80,71,76,54,91,63,Arts
92,68,84,66,58,91,Commerce
79,42,95,60,40,75,Commerce
63,88,72,53,31,33,Commerce
62,60,84,79,87,77,Arts
86,73,33,80,89,57,Arts
31,63,95,73,86,79,Arts
31,69,80,88,70,93,Arts
99,94,58,48,46,90,Engineering
37,98,84,51,96,97,Arts
38,54,32,33,51,37,Arts
91,32,39,77,84,46,Arts
96,81,79,56,62,48,Engineering
50,59,54,43,84,59,Arts
70,65,64,94,50,82,Arts
51,87,90,100,87,52,Medical
85,31,100,63,86,83,Commerce
52,38,71,45,57,65,Commerce
41,57,41,78,95,91,Arts
49,50,51,32,93,77,Commerce
70,93,50,90,61,91,Commerce
48,45,35,59,61,34,Commerce
64,76,85,59,86,43,Commerce
52,37,61,68,87,62,Commerce
57,93,58,92,58,80,Arts
37,96,72,69,93,81,Arts
53,44,80,82,53,93,Arts
64,39,97,91,66,55,Commerce
96,35,87,43,54,64,Arts
33,86,48,69,35,86,Arts
86,46,55,55,91,70,Arts
49,100,30,49,37,91,Commerce
58,63,81,50,93,81,Arts
85,79,71,54,67,55,Arts
62,92,99,34,90,97,Commerce
47,56,96,97,88,59,Arts
36,100,77,75,97,74,Arts
53,99,70,98,84,73,Medical
47,51,42,92,86,73,Arts
91,87,55,67,76,56,Arts
35,85,74,54,65,63,Commerce
86,63,38,53,59,63,Commerce
62,46,39,86,78,97,Commerce
64,75,56,84,98,95,Commerce
40,57,85,72,67,92,Commerce
47,61,51,55,40,44,Arts
97,94,48,37,90,62,Arts
50,58,40,89,35,96,Commerce
97,71,52,88,68,52,Arts
33,38,36,76,42,42,Commerce
93,79,40,78,51,67,Commerce
63,89,65,87,36,82,Arts
99,66,96,67,69,48,Engineering
89,52,40,73,90,97,Commerce
54,60,32,85,87,69,Commerce
35,100,89,75,83,51,Arts
77,51,59,64,36,76,Commerce
80,94,35,66,62,51,Commerce
46,87,77,39,37,87,Arts
61,93,44,75,45,70,Commerce
46,44,82,97,64,89,Arts
48,43,98,84,88,92,Arts
83,62,100,44,59,35,Arts
88,97,84,85,33,97,Engineering
73,38,75,47,64,84,Commerce
38,30,76,88,72,32,Arts
52,87,58,92,86,61,Arts
60,76,32,37,35,98,Commerce
47,72,42,92,50,68,Commerce
48,80,90,70,57,70,Commerce
70,81,37,74,90,51,Arts
34,32,77,69,84,60,Arts
48,48,47,74,71,97,Commerce
37,71,83,34,30,98,Arts
49,98,70,33,41,74,Arts
98,98,58,76,76,93,Engineering
100,46,100,92,30,37,Engineering
63,94,74,93,77,74,Arts
100,52,70,30,30,85,Commerce
58,39,45,48,68,96,Commerce
51,90,88,46,41,74,Commerce
98,53,85,51,91,83,Commerce
47,36,34,56,64,71,Commerce
72,42,95,37,30,96,Commerce
93,35,47,82,55,38,Commerce
95,62,75,98,93,84,Commerce
99,52,77,68,50,38,Arts
50,91,33,41,67,39,Arts
69,78,42,95,54,67,Arts
55,43,44,62,64,80,Commerce
90,53,94,76,63,40,Arts
76,68,49,32,64,46,Arts
42,30,41,30,38,80,Arts
45,62,48,63,35,55,Arts
49,67,31,48,64,71,Commerce
47,62,80,40,55,80,Arts
61,43,39,47,55,59,Commerce
90,64,64,78,64,53,Arts
97,53,89,58,30,48,Arts
40,94,61,42,91,48,Arts
68,43,89,52,87,79,Arts
100,92,98,33,70,87,Engineering
80,59,76,53,42,89,Commerce
31,52,59,48,90,89,Arts
80,98,43,48,77,80,Commerce
62,62,75,74,62,48,Commerce
49,67,64,46,53,98,Commerce
59,39,44,84,70,30,Commerce
90,82,67,96,82,62,Arts
69,70,49,31,34,81,Arts
35,69,82,51,84,80,Arts
50,98,80,76,97,70,Arts
75,70,42,80,31,65,Commerce
83,71,51,75,67,34,Arts
33,93,37,90,82,44,Arts
68,76,91,82,40,39,Commerce
44,87,33,73,82,50,Arts
46,59,66,75,74,45,Arts
98,87,97,56,96,52,Engineering
88,53,31,99,75,73,Commerce
77,60,74,57,47,69,Arts
71,80,66,95,62,65,Arts
68,74,93,62,80,80,Arts
57,66,93,78,58,92,Commerce
59,93,47,33,74,44,Arts
30,87,82,85,88,31,Arts
87,100,75,80,56,95,Engineering
86,41,98,65,88,37,Arts
30,94,39,63,93,37,Commerce
81,69,56,35,50,93,Commerce
79,42,62,41,83,31,Arts
39,83,43,98,67,49,Commerce
78,37,36,76,76,63,Commerce
30,55,76,93,71,84,Commerce
87,55,94,38,78,81,Commerce
74,32,56,94,32,71,Arts
85,39,68,99,90,83,Commerce
46,82,33,98,100,83,Arts
48,66,60,85,33,58,Arts
64,89,72,60,53,64,Arts
54,93,59,68,39,69,Commerce
99,61,67,89,85,84,Commerce
53,30,51,50,36,40,Commerce
94,79,31,90,42,37,Arts
78,94,48,63,100,79,Arts
74,37,77,51,78,74,Commerce
41,44,42,96,49,94,Commerce
36,58,98,77,80,42,Arts
50,85,54,83,98,71,Arts
89,63,41,67,63,56,Arts
60,92,70,43,87,37,Arts
70,80,42,42,50,45,Arts
62,98,77,37,33,67,Arts
93,85,61,36,58,89,Commerce
95,45,47,44,82,34,Arts
57,100,31,72,37,91,Arts
54,73,91,40,43,79,Arts
87,49,47,61,49,43,Commerce
68,37,59,96,80,69,Arts
44,50,47,53,42,74,Arts
70,87,90,100,54,99,Medical
91,69,46,71,87,45,Arts
56,100,55,66,48,63,Commerce
74,39,75,47,82,77,Commerce
48,96,47,60,47,100,Commerce
87,66,82,92,69,38,Arts
30,100,42,49,94,36,Commerce
57,35,100,61,64,38,Commerce
33,99,70,44,71,51,Commerce
94,44,99,48,62,98,Commerce
56,77,71,89,39,87,Arts
54,38,92,83,63,95,Commerce
91,100,57,62,37,40,Arts
38,62,50,60,58,34,Arts
40,37,73,96,71,82,Commerce
69,32,98,64,99,48,Arts
83,46,44,97,64,87,Commerce
48,80,74,70,78,63,Arts
81,46,93,46,51,59,Commerce
32,86,89,40,42,87,Arts
72,48,94,83,79,85,Commerce
30,80,45,54,99,79,Arts
49,51,41,57,90,67,Arts
62,80,66,74,75,98,Commerce
37,53,86,97,53,89,Commerce
58,56,65,84,35,81,Commerce
97,88,31,73,47,68,Arts
89,41,84,52,32,64,Commerce
58,79,75,41,32,72,Arts
69,69,99,58,98,91,Commerce
83,76,69,44,93,85,Commerce
60,30,97,61,99,45,Arts
73,89,57,75,41,72,Arts
66,94,31,34,97,32,Commerce
48,87,88,34,75,73,Arts
76,91,99,85,83,98,Engineering
69,94,57,90,50,47,Commerce
69,67,32,90,37,61,Commerce
85,46,52,58,40,77,Commerce
93,91,32,95,58,43,Arts
45,79,31,64,90,47,Arts
61,83,72,83,52,56,Commerce
51,89,58,65,39,60,Commerce
74,84,30,68,83,73,Arts
33,54,86,89,76,64,Arts
41,48,82,69,89,97,Arts
48,64,64,91,82,88,Arts
89,68,75,42,45,35,Arts
51,93,96,59,45,65,Commerce
81,39,92,48,68,37,Arts
36,67,67,68,98,94,Arts
58,71,69,82,78,92,Commerce
51,94,44,55,83,33,Arts
76,78,53,42,61,53,Arts
59,97,77,84,90,49,Arts
89,81,74,49,93,64,Arts
86,57,62,88,64,89,Commerce
61,91,67,84,56,75,Arts
77,48,37,32,69,100,Commerce
100,60,31,87,43,41,Commerce
40,66,32,61,39,45,Arts
63,60,62,87,40,33,Arts
87,39,41,99,99,86,Commerce
71,100,30,69,92,32,Arts
96,99,80,53,53,66,Engineering
73,44,63,58,91,42,Arts
95,76,35,92,37,36,Commerce
52,63,34,67,64,39,Commerce
100,50,48,97,74,59,Arts
85,56,53,56,98,67,Commerce
55,41,53,66,70,30,Arts
33,80,90,99,67,46,Medical
100,86,77,90,53,75,Engineering
74,73,32,31,77,57,Arts
38,59,58,56,44,40,Commerce
52,92,62,69,83,57,Commerce
96,30,59,37,87,47,Arts
61,51,73,88,56,68,Arts
96,68,80,93,100,65,Engineering
74,72,65,31,70,34,Commerce
55,79,99,55,91,45,Arts
92,57,48,52,85,96,Commerce
56,37,32,62,100,50,Commerce
30,85,50,91,84,61,Arts
38,45,88,34,39,37,Arts
42,57,45,60,43,82,Arts
84,94,50,57,84,50,Commerce
46,48,50,76,49,77,Arts
37,86,50,51,52,48,Arts
99,55,38,93,41,83,Commerce
81,43,68,86,47,39,Arts
52,77,79,96,39,68,Arts
36,81,70,81,67,46,Arts
67,62,75,70,100,76,Arts
81,76,37,57,85,92,Commerce
31,72,63,50,58,86,Commerce
100,33,69,50,52,38,Commerce
96,33,84,68,82,76,Commerce
43,97,41,89,74,85,Arts
33,74,77,30,95,67,Arts
68,91,70,97,78,37,Arts
42,38,55,94,97,77,Arts
82,62,63,79,30,82,Commerce
80,41,97,83,36,45,Arts
97,85,84,100,94,39,Engineering
75,50,39,37,78,64,Commerce
91,63,36,68,30,36,Arts
36,49,58,43,40,48,Commerce
33,41,85,89,52,32,Commerce
55,66,100,39,74,34,Commerce
55,46,39,63,48,53,Commerce
59,40,82,48,30,47,Commerce
89,84,46,98,66,91,Commerce
54,60,75,62,64,89,Commerce
84,72,63,82,84,66,Arts
96,87,75,78,79,92,Engineering
37,74,44,59,53,42,Commerce
85,53,71,94,73,60,Arts
64,85,54,86,72,86,Arts
94,91,81,85,69,50,Engineering
78,84,84,89,63,72,Arts
49,99,79,89,77,49,Arts
89,30,48,48,30,97,Commerce
90,79,46,63,67,59,Commerce
76,89,36,95,95,41,Arts
59,34,81,50,93,64,Arts
40,97,48,79,48,75,Commerce
51,58,91,45,54,89,Arts
89,94,34,95,49,96,Commerce
97,62,51,53,41,57,Commerce
48,33,74,66,60,86,Commerce
74,93,91,52,36,57,Arts
96,84,81,61,61,98,Engineering
67,32,64,75,87,70,Commerce
88,85,73,45,98,37,Arts
46,88,76,63,51,51,Arts
61,78,94,39,31,38,Arts
97,42,39,32,94,64,Arts
99,71,47,79,68,75,Commerce
30,59,70,84,33,35,Commerce
34,60,82,84,53,86,Commerce
40,63,87,60,75,100,Commerce
44,46,39,53,74,62,Arts
67,73,40,83,71,33,Arts
77,60,34,82,76,77,Arts
31,36,59,85,90,89,Commerce
46,97,68,86,38,95,Arts
42,59,47,88,84,43,Commerce
63,47,58,96,86,63,Arts
95,35,72,76,43,42,Arts
32,79,94,38,93,61,Commerce
90,82,32,52,100,52,Commerce
95,43,88,51,75,71,Arts
60,30,55,78,32,78,Commerce
77,96,60,96,39,45,Commerce
97,68,59,37,67,43,Arts
88,59,45,56,86,75,Arts
92,75,68,41,34,69,Arts
91,76,60,49,71,55,Arts
78,62,90,95,36,75,Arts
78,35,35,44,59,37,Commerce
56,85,64,95,65,45,Arts
80,50,87,30,61,96,Commerce
44,32,82,38,90,59,Commerce
94,61,81,55,50,41,Commerce
79,30,46,50,63,57,Arts
40,53,74,95,60,85,Arts
64,65,82,84,50,83,Arts
82,30,84,61,98,47,Commerce
53,38,81,70,99,100,Commerce
99,42,36,78,58,45,Arts
63,91,57,43,35,67,Arts
51,47,100,34,33,82,Commerce
40,41,31,57,89,66,Arts
60,74,60,49,39,66,Arts
83,45,91,62,62,92,Commerce
78,46,79,39,49,46,Commerce
53,32,59,94,60,74,Arts
72,96,87,69,98,66,Arts
77,58,33,31,56,68,Commerce
68,62,46,82,47,48,Commerce
95,41,40,66,49,40,Arts
80,53,63,80,81,89,Commerce
80,84,35,50,61,54,Commerce
35,47,72,90,49,95,Commerce
80,44,97,83,86,84,Commerce
59,65,91,99,44,59,Arts
58,46,32,54,67,53,Arts
66,92,47,44,73,81,Arts
30,76,67,70,62,35,Arts
92,56,65,93,95,37,Arts
37,79,80,80,91,56,Arts
100,97,87,50,70,32,Engineering
60,44,81,33,33,93,Commerce
49,68,80,55,66,93,Arts
98,63,91,80,87,93,Engineering
73,34,48,96,80,82,Commerce
75,89,74,79,68,93,Commerce
70,34,50,42,39,34,Commerce
84,79,34,33,79,65,Commerce
59,75,39,98,31,71,Arts
70,65,59,43,81,84,Commerce
47,69,33,38,82,77,Arts
57,97,87,78,59,78,Arts
38,83,47,52,54,90,Commerce
74,45,73,52,99,36,Arts
37,84,58,63,86,89,Arts
48,55,36,52,59,47,Arts
79,52,80,73,90,36,Commerce
66,100,36,54,53,60,Commerce
92,99,36,52,41,54,Arts
36,71,59,95,70,67,Commerce
41,71,91,100,44,67,Medical
68,71,35,51,48,52,Commerce
71,83,43,49,32,97,Commerce
40,39,40,45,64,79,Commerce
82,45,31,96,36,66,Arts
31,44,64,93,63,34,Commerce
47,36,68,31,93,38,Arts
93,44,51,78,52,97,Commerce
88,62,96,89,95,56,Arts
35,86,55,96,81,94,Arts
40,91,34,40,46,47,Arts
99,33,54,50,68,69,Commerce
52,78,87,30,76,93,Arts
65,64,75,49,31,94,Commerce
54,31,91,57,88,34,Arts
55,36,36,44,91,60,Arts
91,85,46,66,35,64,Commerce
98,61,66,72,41,58,Commerce
42,97,42,95,70,97,Arts
33,88,84,42,37,50,Commerce
43,47,43,94,96,38,Arts
50,85,84,44,33,88,Commerce
79,41,41,59,59,79,Commerce
30,44,71,91,47,98,Commerce
49,92,58,58,51,60,Commerce
74,56,82,54,93,33,Arts
66,33,93,78,90,88,Commerce
69,61,66,77,54,59,Arts
86,61,66,69,74,78,Commerce
70,36,99,49,99,38,Arts
55,56,75,98,54,97,Commerce
63,55,61,55,34,86,Arts
66,99,41,97,61,49,Arts
65,51,38,72,100,66,Commerce
70,57,82,66,96,63,Arts
43,67,73,41,91,75,Arts
52,52,87,54,67,80,Commerce
99,36,99,97,32,63,Arts
64,98,33,39,58,47,Commerce
48,38,64,67,50,53,Commerce
37,37,38,95,38,38,Commerce
62,51,65,84,97,64,Arts
45,87,73,53,72,91,Arts
88,62,45,65,45,39,Arts
43,33,72,98,49,38,Commerce
85,45,50,56,83,43,Commerce
71,60,60,54,80,72,Arts
84,91,52,40,75,52,Commerce
47,41,64,79,65,89,Commerce
63,42,37,73,88,87,Commerce
33,60,82,41,50,39,Commerce
50,56,94,93,36,51,Arts
44,36,44,45,63,36,Arts
43,56,52,62,93,35,Arts
80,78,63,77,61,91,Commerce
42,78,86,75,91,78,Arts
72,60,34,50,91,63,Commerce
99,51,51,63,80,75,Commerce
58,69,76,68,74,81,Arts
30,57,88,61,93,31,Arts
39,69,83,91,88,36,Commerce
96,35,50,57,41,69,Arts
74,94,71,84,66,57,Arts
48,37,46,93,83,37,Arts
49,32,74,52,68,51,Arts
84,79,83,72,88,39,Arts
77,72,65,33,37,58,Arts
76,66,79,51,85,35,Arts
43,91,78,60,78,58,Commerce
93,80,67,57,35,52,Commerce
56,53,48,65,52,46,Commerce
49,73,56,47,87,41,Arts
68,87,44,40,45,92,Commerce
67,83,72,65,97,30,Commerce
59,70,92,68,30,49,Arts
100,98,88,95,73,96,Engineering
100,74,32,74,90,77,Commerce
74,92,40,76,79,41,Commerce
78,57,55,81,74,53,Commerce
83,93,90,73,62,70,Engineering
80,47,82,97,62,94,Commerce
34,55,50,64,85,38,Commerce
59,88,63,37,55,33,Commerce
75,75,72,43,52,64,Arts
100,93,47,55,91,41,Engineering
88,81,81,54,64,94,Commerce
47,91,54,84,72,52,Arts
74,97,100,46,33,80,Engineering
38,94,39,50,43,39,Commerce
87,35,70,51,52,58,Commerce
59,86,56,79,31,87,Arts
67,37,88,60,41,67,Commerce
92,40,56,50,44,35,Commerce
46,42,42,33,48,63,Arts
58,83,86,66,80,47,Arts
75,53,73,47,80,97,Commerce
48,97,44,65,47,84,Commerce
45,52,95,88,94,56,Arts
42,44,80,77,84,97,Arts
98,53,58,86,45,33,Arts
52,88,60,71,72,43,Arts
62,75,38,46,72,84,Arts
51,67,39,48,31,39,Arts
90,70,45,32,51,86,Commerce
40,92,71,38,61,86,Commerce
34,60,40,75,84,43,Commerce
33,53,49,87,87,34,Arts
37,67,77,51,65,52,Arts
80,59,93,72,76,91,Commerce
41,95,31,85,91,93,Arts
52,52,43,44,42,54,Arts
33,48,89,80,43,73,Arts
98,94,84,79,95,96,Engineering
38,57,31,58,86,63,Commerce
46,60,50,87,90,50,Arts
39,95,51,33,45,58,Commerce
98,73,43,68,34,37,Commerce
56,51,60,48,50,72,Arts
41,57,36,48,35,32,Arts
57,45,68,75,63,80,Arts
80,80,89,40,69,65,Arts
89,97,65,61,93,83,Engineering
60,33,65,80,62,38,Arts
86,52,65,30,52,94,Commerce
72,53,30,66,63,83,Commerce
44,64,94,36,89,33,Commerce
69,85,40,80,34,51,Commerce
34,64,76,39,91,59,Arts
95,30,46,81,98,36,Arts
71,71,80,68,87,42,Arts
71,72,76,33,94,38,Commerce
38,41,45,55,42,100,Commerce
92,47,55,86,32,31,Arts
54,53,62,82,45,93,Commerce
91,79,40,46,98,81,Commerce
65,83,40,99,31,44,Arts
71,53,63,52,30,90,Commerce
41,72,84,60,83,76,Commerce
51,90,73,53,89,80,Arts
43,37,36,47,37,36,Arts
69,36,31,66,84,44,Commerce
68,83,97,99,42,73,Medical
31,92,60,49,51,47,Arts
70,93,71,46,64,68,Arts
98,58,75,92,32,54,Arts
47,87,42,43,50,89,Commerce
68,73,93,45,75,73,Arts
54,73,33,92,89,31,Commerce
33,51,33,100,100,62,Arts
86,95,85,65,41,48,Engineering
32,51,48,53,66,43,Commerce
30,57,71,92,73,46,Arts
62,80,73,98,87,39,Arts
54,99,54,60,40,100,Commerce
90,55,86,48,75,79,Commerce
45,61,65,97,50,51,Commerce
97,84,36,91,82,83,Commerce
74,52,58,73,44,66,Commerce
41,85,55,99,99,89,Arts
70,60,94,53,53,77,Arts
32,100,95,31,89,36,Arts
51,41,82,38,31,57,Commerce
61,36,66,89,88,64,Commerce
70,91,41,59,78,47,Arts
91,98,88,85,71,42,Engineering
66,86,71,42,30,55,Arts
56,37,95,40,64,44,Commerce
98,39,70,56,46,45,Arts
59,49,30,66,58,36,Arts
99,48,65,33,34,60,Commerce
30,31,94,99,81,47,Arts
45,81,54,70,79,52,Arts
88,74,87,33,64,80,Commerce
85,78,64,64,93,55,Arts
92,53,89,99,98,49,Arts
84,58,39,99,32,47,Commerce
83,96,40,78,75,51,Arts
96,42,88,52,74,83,Commerce
85,79,87,82,84,50,Arts
68,36,39,33,100,83,Commerce
44,39,92,89,58,30,Arts
95,32,77,59,87,67,Arts
73,47,66,70,32,97,Commerce
38,55,65,42,47,81,Commerce
58,77,93,71,33,55,Arts
53,30,52,81,88,58,Commerce
71,36,75,52,79,57,Arts
71,93,62,34,91,63,Arts
40,88,78,62,42,59,Commerce
36,32,62,96,53,57,Arts
84,97,34,92,73,96,Commerce
74,53,73,65,30,31,Commerce
66,93,84,94,98,59,Medical
86,33,34,72,35,43,Arts
52,72,85,39,74,56,Commerce
66,47,99,42,65,30,Arts
50,32,88,90,99,38,Commerce
42,62,40,55,39,95,Commerce
87,78,39,65,94,66,Arts
90,40,62,47,30,79,Commerce
89,43,82,60,74,38,Commerce
58,68,88,58,46,75,Commerce
87,38,75,92,81,32,Commerce
76,50,81,75,99,60,Arts
36,37,45,39,38,69,Arts
67,71,31,92,43,41,Commerce
100,50,94,81,88,34,Engineering
37,47,83,90,83,91,Arts
68,62,76,65,98,31,Arts
38,37,87,76,90,39,Commerce
93,71,100,32,81,95,Engineering
96,64,83,72,65,51,Arts
51,72,58,30,53,95,Commerce
89,32,83,67,41,100,Commerce
56,88,56,76,49,43,Commerce
73,100,76,89,30,69,Arts
32,66,93,73,72,84,Arts
58,58,98,61,87,37,Arts
40,98,50,80,39,94,Commerce
97,77,30,43,44,65,Arts
78,53,42,69,49,94,Commerce
83,93,38,33,44,48,Commerce
38,36,58,76,53,34,Arts
55,85,46,96,87,41,Arts
79,64,98,47,68,88,Commerce
35,41,82,43,94,57,Arts
66,75,53,58,72,99,Commerce
45,100,87,34,51,49,Arts
48,82,69,97,69,56,Arts
64,82,30,46,91,48,Arts
73,84,77,40,86,75,Arts
80,89,83,37,74,68,Arts
81,73,79,55,42,95,Commerce
60,70,33,69,33,94,Commerce
82,52,37,98,50,35,Commerce
90,91,49,86,57,84,Commerce
34,46,50,57,43,75,Arts
59,99,95,34,51,66,Commerce
69,53,36,53,39,91,Commerce
100,38,72,65,83,91,Commerce
48,75,92,37,34,93,Commerce
72,49,47,62,71,58,Commerce
44,44,33,97,75,33,Commerce
34,77,73,75,30,79,Commerce
70,68,94,44,91,36,Arts
51,31,31,54,48,38,Arts
82,81,62,71,97,59,Arts
75,80,69,94,57,39,Commerce
35,40,45,93,30,55,Arts
86,45,82,89,100,42,Arts
36,64,42,50,44,52,Arts
98,48,94,60,57,50,Arts
78,38,60,36,72,68,Arts
33,48,67,36,59,30,Arts
89,56,34,84,59,39,Commerce
37,33,79,40,79,96,Commerce
48,91,80,44,53,69,Arts
33,94,48,80,80,79,Commerce
41,41,53,90,52,93,Commerce
34,71,88,99,86,78,Arts
93,77,67,97,43,72,Arts
93,62,39,57,35,37,Arts
52,67,32,32,59,92,Arts
86,55,70,50,35,38,Arts
37,44,50,47,33,65,Arts
45,96,85,31,85,59,Commerce
48,92,97,58,93,54,Arts
76,82,50,32,33,69,Arts
48,57,41,77,86,75,Arts
67,78,41,59,93,78,Commerce
90,36,33,91,38,98,Commerce
72,95,61,97,49,50,Arts
70,49,49,82,64,81,Commerce
32,37,76,31,82,32,Arts
76,77,48,39,55,35,Commerce
36,75,67,94,79,55,Arts
65,42,86,30,66,71,Arts
44,49,87,45,57,87,Commerce
98,85,100,32,83,94,Engineering
39,73,85,75,65,36,Arts
85,35,52,78,84,46,Arts
71,76,38,40,33,78,Arts
36,47,56,90,31,53,Arts
93,32,77,92,32,54,Arts
95,51,71,65,30,59,Commerce
30,92,69,75,47,47,Arts
63,86,35,87,58,87,Commerce
41,68,39,46,35,76,Arts
100,88,64,73,73,48,Engineering
37,82,82,44,35,62,Arts
91,47,31,33,78,62,Arts
44,73,95,34,82,38,Commerce
90,59,72,58,62,37,Arts
70,53,51,95,58,61,Commerce
80,92,99,58,93,31,Engineering
53,34,93,49,73,93,Arts
73,60,76,34,42,39,Commerce
64,46,71,65,41,31,Arts
43,91,51,51,85,88,Arts
76,73,45,75,69,53,Commerce
52,40,92,81,92,53,Arts
52,99,35,98,38,92,Commerce
85,58,75,78,79,53,Arts
64,42,79,97,47,73,Arts
77,93,40,66,45,49,Arts
51,63,75,61,98,69,Arts
92,72,61,46,46,99,Commerce
78,59,58,48,34,62,Arts
44,33,67,57,65,94,Arts
81,52,88,91,96,33,Arts
40,91,92,46,73,46,Arts
98,97,42,66,81,81,Commerce
97,61,47,78,60,97,Commerce
98,67,36,73,97,45,Arts
75,84,37,42,57,68,Commerce
75,97,71,87,72,46,Arts
52,96,53,60,50,71,Arts
72,80,46,46,48,33,Arts
31,50,53,62,95,72,Commerce
96,82,44,33,37,34,Commerce
41,87,83,44,40,35,Arts
46,45,80,37,82,33,Commerce
71,75,52,86,100,65,Arts
62,34,76,80,97,95,Commerce
36,90,32,37,74,96,Arts
42,36,77,53,78,59,Commerce
89,90,85,88,64,71,Engineering
89,55,83,33,84,41,Arts
49,62,40,92,52,52,Arts
66,62,70,44,86,41,Commerce
64,69,73,42,83,88,Commerce
92,36,30,79,30,97,Commerce
53,64,48,98,71,92,Arts
53,94,100,90,44,71,Medical
93,44,31,55,69,57,Commerce
54,32,43,35,72,88,Commerce
61,69,31,38,47,43,Commerce
49,96,81,35,80,99,Commerce
45,44,53,49,94,60,Commerce
47,59,38,68,58,96,Commerce
30,96,72,94,75,96,Arts
90,80,84,83,48,58,Engineering
38,51,85,82,99,52,Commerce
75,52,100,48,56,77,Commerce
48,67,51,60,39,61,Commerce
93,83,83,67,50,33,Engineering
54,63,56,41,61,63,Commerce
30,90,31,66,35,74,Commerce
42,59,77,55,36,30,Commerce
82,35,86,82,30,72,Arts
46,65,92,83,30,51,Arts
46,59,86,68,92,73,Arts
38,83,52,75,84,80,Commerce
73,82,47,55,95,55,Arts
85,82,36,40,72,82,Commerce
66,85,91,57,58,78,Arts
70,43,88,88,32,86,Commerce
60,62,34,77,51,98,Commerce
92,32,60,75,82,42,Arts
60,100,79,77,78,88,Arts
58,91,51,64,77,93,Commerce
89,90,37,96,63,72,Arts
37,93,41,34,61,72,Commerce
68,63,35,40,45,62,Commerce
66,87,41,97,30,81,Commerce
55,37,59,52,33,66,Commerce
69,52,43,94,87,82,Arts
78,53,42,31,42,87,Commerce
66,95,74,41,51,47,Commerce
72,55,50,93,86,59,Arts
42,71,92,89,97,50,Arts
55,73,95,67,49,80,Commerce
